msr_id,msr_section,msr_table,msr_name,msr_data_url,msr_population_or_survey,msr_survey size,msr_min_geo_resolution,src_org,src_name,src_url,src_year_first_published,src_year_last_published,src_discontinuity,src_pub_frequency,src_pub_lag_months,src_data_provider,src_statistic_class,src_methodology_url,src_quality_url,msr_strength
115,Non-SALT,FR006,"Information and Early Intervention: expenditure, income and capital charges/overheads",https://digital.nhs.uk/binaries/content/assets/legacy/excel/p/m/asc-fr_proforma_2018-19.xls,Population,N/A,LA,NHS Digital,ASC-FR,https://digital.nhs.uk/data-and-information/data-collections-and-data-sets/data-collections/social-care-collection-materials-2019#adult-social-care-finance-return-asc-fr-,2015,2019,0,Annual,TBD,LA,TBD,http://www.cipfastats.net/sercop/,https://digital.nhs.uk/binaries/content/assets/website-assets/data-and-information/data-collections/social-care-collections-2019/asc-fr-guidance-2018-19-v1.2-final.pdf,0.66
116,Non-SALT,FR007,"Commissioning and Service Delivery: expenditure, income and capital charges/overheads",https://digital.nhs.uk/binaries/content/assets/legacy/excel/p/m/asc-fr_proforma_2018-19.xls,Population,N/A,LA,NHS Digital,ASC-FR,https://digital.nhs.uk/data-and-information/data-collections-and-data-sets/data-collections/social-care-collection-materials-2019#adult-social-care-finance-return-asc-fr-,2015,2019,0,Annual,TBD,LA,TBD,http://www.cipfastats.net/sercop/,https://digital.nhs.uk/binaries/content/assets/website-assets/data-and-information/data-collections/social-care-collections-2019/asc-fr-guidance-2018-19-v1.2-final.pdf,0.66
117,Activity,Activity,Number of care weeks and hours,https://digital.nhs.uk/binaries/content/assets/legacy/excel/p/m/asc-fr_proforma_2018-19.xls,Population,N/A,LA,NHS Digital,ASC-FR,https://digital.nhs.uk/data-and-information/data-collections-and-data-sets/data-collections/social-care-collection-materials-2019#adult-social-care-finance-return-asc-fr-,2015,2019,0,Annual,TBD,LA,TBD,http://www.cipfastats.net/sercop/,https://digital.nhs.uk/binaries/content/assets/website-assets/data-and-information/data-collections/social-care-collections-2019/asc-fr-guidance-2018-19-v1.2-final.pdf,0.66
118,Unit Costs,Unit Costs,Costs per week/hour,https://digital.nhs.uk/binaries/content/assets/legacy/excel/p/m/asc-fr_proforma_2018-19.xls,Population,N/A,LA,NHS Digital,ASC-FR,https://digital.nhs.uk/data-and-information/data-collections-and-data-sets/data-collections/social-care-collection-materials-2019#adult-social-care-finance-return-asc-fr-,2015,2019,0,Annual,TBD,LA,TBD,http://www.cipfastats.net/sercop/,https://digital.nhs.uk/binaries/content/assets/website-assets/data-and-information/data-collections/social-care-collections-2019/asc-fr-guidance-2018-19-v1.2-final.pdf,0.66
119,Applications,Table 1,Applications received by urgent / standard status and CQC Service Type,https://files.digital.nhs.uk/00/035F45/dols-eng-applications-2018-19.xlsx,Population,N/A,LA,NHS Digital,Deprivation of Liberty Safeguards,https://digital.nhs.uk/data-and-information/publications/statistical/mental-capacity-act-2005-deprivation-of-liberty-safeguards-assessments,2010,2019,2017,Annual,3,LA,Official,https://digital.nhs.uk/data-and-information/publications/statistical/mental-capacity-act-2005-deprivation-of-liberty-safeguards-assessments/england-2018-19/data-quality-statement,TBD,0.83
120,Applications,Table 2,Applications received per individual,https://files.digital.nhs.uk/00/035F45/dols-eng-applications-2018-19.xlsx,Population,N/A,LA,NHS Digital,Deprivation of Liberty Safeguards,https://digital.nhs.uk/data-and-information/publications/statistical/mental-capacity-act-2005-deprivation-of-liberty-safeguards-assessments,2010,2019,2017,Annual,3,LA,Official,https://digital.nhs.uk/data-and-information/publications/statistical/mental-capacity-act-2005-deprivation-of-liberty-safeguards-assessments/england-2018-19/data-quality-statement,TBD,0.83
121,Applications,Table 3,"Applications received per 100,000 adults by age group and age standardised rate",https://files.digital.nhs.uk/00/035F45/dols-eng-applications-2018-19.xlsx,Population,N/A,LA,NHS Digital,Deprivation of Liberty Safeguards,https://digital.nhs.uk/data-and-information/publications/statistical/mental-capacity-act-2005-deprivation-of-liberty-safeguards-assessments,2010,2019,2017,Annual,3,LA,Official,https://digital.nhs.uk/data-and-information/publications/statistical/mental-capacity-act-2005-deprivation-of-liberty-safeguards-assessments/england-2018-19/data-quality-statement,TBD,0.83
122,Applications,Table 4,"Applications completed during 2018-19 by application outcome, urgent / standard status and CQC service type",https://files.digital.nhs.uk/00/035F45/dols-eng-applications-2018-19.xlsx,Population,N/A,LA,NHS Digital,Deprivation of Liberty Safeguards,https://digital.nhs.uk/data-and-information/publications/statistical/mental-capacity-act-2005-deprivation-of-liberty-safeguards-assessments,2010,2019,2017,Annual,3,LA,Official,https://digital.nhs.uk/data-and-information/publications/statistical/mental-capacity-act-2005-deprivation-of-liberty-safeguards-assessments/england-2018-19/data-quality-statement,TBD,0.83
123,Applications,Table 5,Applications completed and not granted during 2018-19 by reason not granted,https://files.digital.nhs.uk/00/035F45/dols-eng-applications-2018-19.xlsx,Population,N/A,LA,NHS Digital,Deprivation of Liberty Safeguards,https://digital.nhs.uk/data-and-information/publications/statistical/mental-capacity-act-2005-deprivation-of-liberty-safeguards-assessments,2010,2019,2017,Annual,3,LA,Official,https://digital.nhs.uk/data-and-information/publications/statistical/mental-capacity-act-2005-deprivation-of-liberty-safeguards-assessments/england-2018-19/data-quality-statement,TBD,0.83
124,Applications,Table 6,Applications completed and not granted during 2018-19 due to one assessment criteria not being met by assessment criteria,https://files.digital.nhs.uk/00/035F45/dols-eng-applications-2018-19.xlsx,Population,N/A,LA,NHS Digital,Deprivation of Liberty Safeguards,https://digital.nhs.uk/data-and-information/publications/statistical/mental-capacity-act-2005-deprivation-of-liberty-safeguards-assessments,2010,2019,2017,Annual,3,LA,Official,https://digital.nhs.uk/data-and-information/publications/statistical/mental-capacity-act-2005-deprivation-of-liberty-safeguards-assessments/england-2018-19/data-quality-statement,TBD,0.83
125,Applications,Table 7,Applications completed during 2018-19 per individual,https://files.digital.nhs.uk/00/035F45/dols-eng-applications-2018-19.xlsx,Population,N/A,LA,NHS Digital,Deprivation of Liberty Safeguards,https://digital.nhs.uk/data-and-information/publications/statistical/mental-capacity-act-2005-deprivation-of-liberty-safeguards-assessments,2010,2019,2017,Annual,3,LA,Official,https://digital.nhs.uk/data-and-information/publications/statistical/mental-capacity-act-2005-deprivation-of-liberty-safeguards-assessments/england-2018-19/data-quality-statement,TBD,0.83
126,Applications,Table 8,"Applications completed during 2018-19 per 100,000 adults by age group and age standardised rate",https://files.digital.nhs.uk/00/035F45/dols-eng-applications-2018-19.xlsx,Population,N/A,LA,NHS Digital,Deprivation of Liberty Safeguards,https://digital.nhs.uk/data-and-information/publications/statistical/mental-capacity-act-2005-deprivation-of-liberty-safeguards-assessments,2010,2019,2017,Annual,3,LA,Official,https://digital.nhs.uk/data-and-information/publications/statistical/mental-capacity-act-2005-deprivation-of-liberty-safeguards-assessments/england-2018-19/data-quality-statement,TBD,0.83
127,Applications,Table 9,"Applications not completed as at 1st April 2019 by duration of application, urgent/standard status and CQC service type",https://files.digital.nhs.uk/00/035F45/dols-eng-applications-2018-19.xlsx,Population,N/A,LA,NHS Digital,Deprivation of Liberty Safeguards,https://digital.nhs.uk/data-and-information/publications/statistical/mental-capacity-act-2005-deprivation-of-liberty-safeguards-assessments,2010,2019,2017,Annual,3,LA,Official,https://digital.nhs.uk/data-and-information/publications/statistical/mental-capacity-act-2005-deprivation-of-liberty-safeguards-assessments/england-2018-19/data-quality-statement,TBD,0.83
128,Demographics,Table 1,"Number of individuals that have had at least one application submitted and received by the council during 2018-19 by age group and gender, ethnicity and sexual orientation",https://files.digital.nhs.uk/D8/DB95A9/dols-eng-demographics-2018-19.xlsx,Population,N/A,LA,NHS Digital,Deprivation of Liberty Safeguards,https://digital.nhs.uk/data-and-information/publications/statistical/mental-capacity-act-2005-deprivation-of-liberty-safeguards-assessments,2010,2019,2017,Annual,3,LA,Official,https://digital.nhs.uk/data-and-information/publications/statistical/mental-capacity-act-2005-deprivation-of-liberty-safeguards-assessments/england-2018-19/data-quality-statement,TBD,0.83
129,Demographics,Table 2,"Number of individuals that have had at least one application submitted and received by the council during 2018-19 per 100,000 adults by age group and age standardised rate",https://files.digital.nhs.uk/D8/DB95A9/dols-eng-demographics-2018-19.xlsx,Population,N/A,LA,NHS Digital,Deprivation of Liberty Safeguards,https://digital.nhs.uk/data-and-information/publications/statistical/mental-capacity-act-2005-deprivation-of-liberty-safeguards-assessments,2010,2019,2017,Annual,3,LA,Official,https://digital.nhs.uk/data-and-information/publications/statistical/mental-capacity-act-2005-deprivation-of-liberty-safeguards-assessments/england-2018-19/data-quality-statement,TBD,0.83
130,Timeframes,Table 1,"Number of completed applications and the shortest, longest and mean duration (days) from receiving the application to completing",https://files.digital.nhs.uk/EE/9264EB/dols-eng-timeframes-2018-19.xlsx,Population,N/A,LA,NHS Digital,Deprivation of Liberty Safeguards,https://digital.nhs.uk/data-and-information/publications/statistical/mental-capacity-act-2005-deprivation-of-liberty-safeguards-assessments,2010,2019,2017,Annual,3,LA,Official,https://digital.nhs.uk/data-and-information/publications/statistical/mental-capacity-act-2005-deprivation-of-liberty-safeguards-assessments/england-2018-19/data-quality-statement,TBD,0.83
131,Timeframes,Table 2,"Number of completed applications and the mean duration (days) from receiving the application to completing for granted and not granted applications by urgent / standard status, and not granted applications by reason not granted",https://files.digital.nhs.uk/EE/9264EB/dols-eng-timeframes-2018-19.xlsx,Population,N/A,LA,NHS Digital,Deprivation of Liberty Safeguards,https://digital.nhs.uk/data-and-information/publications/statistical/mental-capacity-act-2005-deprivation-of-liberty-safeguards-assessments,2010,2019,2017,Annual,3,LA,Official,https://digital.nhs.uk/data-and-information/publications/statistical/mental-capacity-act-2005-deprivation-of-liberty-safeguards-assessments/england-2018-19/data-quality-statement,TBD,0.83
132,Timeframes,Table 3,Number of completed and granted applications and number of applications by duration (days) from application completion to the start of the authorisation,https://files.digital.nhs.uk/EE/9264EB/dols-eng-timeframes-2018-19.xlsx,Population,N/A,LA,NHS Digital,Deprivation of Liberty Safeguards,https://digital.nhs.uk/data-and-information/publications/statistical/mental-capacity-act-2005-deprivation-of-liberty-safeguards-assessments,2010,2019,2017,Annual,3,LA,Official,https://digital.nhs.uk/data-and-information/publications/statistical/mental-capacity-act-2005-deprivation-of-liberty-safeguards-assessments/england-2018-19/data-quality-statement,TBD,0.83
133,Timeframes,Table 4,Authorisations which ended during the year and authorisations which ended earlier than planned,https://files.digital.nhs.uk/EE/9264EB/dols-eng-timeframes-2018-19.xlsx,Population,N/A,LA,NHS Digital,Deprivation of Liberty Safeguards,https://digital.nhs.uk/data-and-information/publications/statistical/mental-capacity-act-2005-deprivation-of-liberty-safeguards-assessments,2010,2019,2017,Annual,3,LA,Official,https://digital.nhs.uk/data-and-information/publications/statistical/mental-capacity-act-2005-deprivation-of-liberty-safeguards-assessments/england-2018-19/data-quality-statement,TBD,0.83
134,Timeframes,Table 5,"Authorisations active during the year, where at least one review took place during the authorisation, and outcome of most recent review",https://files.digital.nhs.uk/EE/9264EB/dols-eng-timeframes-2018-19.xlsx,Population,N/A,LA,NHS Digital,Deprivation of Liberty Safeguards,https://digital.nhs.uk/data-and-information/publications/statistical/mental-capacity-act-2005-deprivation-of-liberty-safeguards-assessments,2010,2019,2017,Annual,3,LA,Official,https://digital.nhs.uk/data-and-information/publications/statistical/mental-capacity-act-2005-deprivation-of-liberty-safeguards-assessments/england-2018-19/data-quality-statement,TBD,0.83
135,Timeframes,Table 6,Authorisations active at year end,https://files.digital.nhs.uk/EE/9264EB/dols-eng-timeframes-2018-19.xlsx,Population,N/A,LA,NHS Digital,Deprivation of Liberty Safeguards,https://digital.nhs.uk/data-and-information/publications/statistical/mental-capacity-act-2005-deprivation-of-liberty-safeguards-assessments,2010,2019,2017,Annual,3,LA,Official,https://digital.nhs.uk/data-and-information/publications/statistical/mental-capacity-act-2005-deprivation-of-liberty-safeguards-assessments/england-2018-19/data-quality-statement,TBD,0.83
136,Cases,Table 1,"Cases of Guardianship under the Mental Health Act 1983 by year, Section and relationship of guardian, 2003-04 to 2017-18 England",https://files.digital.nhs.uk/4A/FCC61C/guar-unde-ment-heal-act-1983-eng-1618-annex%20A-ref-tab%20Final.xlsx,Population,N/A,England,NHS Digital,Guardianship under the Mental Health Act,https://digital.nhs.uk/data-and-information/publications/statistical/guardianship-under-the-mental-health-act-1983,2005,2018,"2014, 2015",Biennial,4,LA,National,https://files.digital.nhs.uk/E2/38AA0F/guar-unde-ment-heal-act-1983-eng-1618-annex-B-data-qual.pdf,https://files.digital.nhs.uk/E2/38AA0F/guar-unde-ment-heal-act-1983-eng-1618-annex-B-data-qual.pdf,0.65
137,Cases,Table 2,"Cases of Guardianship under the Mental Health Act 1983 by gender, Section, and relationship of guardian, 2016-17 and 2017-18 England",https://files.digital.nhs.uk/4A/FCC61C/guar-unde-ment-heal-act-1983-eng-1618-annex%20A-ref-tab%20Final.xlsx,Population,N/A,England,NHS Digital,Guardianship under the Mental Health Act,https://digital.nhs.uk/data-and-information/publications/statistical/guardianship-under-the-mental-health-act-1983,2005,2018,"2014, 2015",Biennial,4,LA,National,https://files.digital.nhs.uk/E2/38AA0F/guar-unde-ment-heal-act-1983-eng-1618-annex-B-data-qual.pdf,https://files.digital.nhs.uk/E2/38AA0F/guar-unde-ment-heal-act-1983-eng-1618-annex-B-data-qual.pdf,0.65
138,Cases,Table 3,"Cases of Guardianship under the Mental Health Act 1983 by local authority region, 2016-17 and 2017-18",https://files.digital.nhs.uk/4A/FCC61C/guar-unde-ment-heal-act-1983-eng-1618-annex%20A-ref-tab%20Final.xlsx,Population,N/A,Region,NHS Digital,Guardianship under the Mental Health Act,https://digital.nhs.uk/data-and-information/publications/statistical/guardianship-under-the-mental-health-act-1983,2005,2018,"2014, 2015",Biennial,4,LA,National,https://files.digital.nhs.uk/E2/38AA0F/guar-unde-ment-heal-act-1983-eng-1618-annex-B-data-qual.pdf,https://files.digital.nhs.uk/E2/38AA0F/guar-unde-ment-heal-act-1983-eng-1618-annex-B-data-qual.pdf,0.72
